Simulation created and run on: 
Mon Feb 27 13:58:41 2023


Time (s), Height (m), Velocity (m/s), Acceleration (m/s^2), Deployment Angle (degrees)
4.2038, 1736.26, 189.744, -19.1517, 55.7992
4.30391, 1755.16, 187.837, -18.94, 55.7991
4.40397, 1773.86, 185.953, -18.7336, 55.7991
4.50423, 1792.41, 184.085, -18.5321, 55.8029
4.60442, 1810.76, 182.238, -18.3348, 55.7991
4.70452, 1828.91, 180.412, -18.1432, 55.8029
4.8048, 1846.91, 178.602, -17.9554, 55.803
4.90496, 1864.71, 176.813, -17.7723, 55.803
5.00501, 1882.31, 175.044, -17.5936, 55.803
5.1052, 1899.76, 173.29, -17.4184, 55.799
5.20525, 1917.01, 171.556, -17.2483, 55.803
5.30543, 1934.11, 169.837, -17.0815, 55.8031
5.40544, 1951.01, 168.136, -16.9188, 55.8031
5.50556, 1967.76, 166.45, -16.7592, 55.7989
5.6058, 1984.36, 164.778, -16.6035, 55.7989
5.70583, 2000.76, 163.125, -16.4515, 55.7989
5.80595, 2017.01, 161.486, -16.3032, 55.8032
5.90616, 2033.11, 159.859, -16.1577, 55.8032
6.00644, 2049.06, 158.246, -16.0149, 55.7988
6.10648, 2064.81, 156.651, -15.8763, 55.8032
6.20657, 2080.41, 155.069, -15.7404, 55.8033
6.30671, 2095.86, 153.499, -15.607, 55.7987
6.4069, 2111.16, 151.942, -15.4767, 55.7987
6.50712, 2126.31, 150.397, -15.3496, 55.8033
6.60737, 2141.31, 148.865, -15.2248, 55.8034
6.70764, 2156.16, 147.345, -15.1024, 55.7986
6.80792, 2170.86, 145.836, -14.9829, 55.7986
6.9082, 2185.41, 144.339, -14.8662, 55.8034
7.00849, 2199.81, 142.854, -14.7517, 55.8035
7.10876, 2214.06, 141.381, -14.6393, 55.7985
7.20901, 2228.16, 139.919, -14.5296, 55.7985
7.30923, 2242.11, 138.468, -14.4225, 55.8035
7.40942, 2255.91, 137.028, -14.3173, 55.8036
7.50956, 2269.56, 135.6, -14.2141, 55.7984
7.60964, 2283.06, 134.182, -14.1134, 55.7984
7.70966, 2296.41, 132.776, -14.0151, 55.8036
7.80998, 2309.66, 131.375, -13.9179, 55.7983
7.91023, 2322.76, 129.984, -13.8231, 55.7983
8.01039, 2335.71, 128.604, -13.7306, 55.8037
8.11046, 2348.51, 127.235, -13.6398, 55.8038
8.21081, 2361.21, 125.871, -13.5505, 55.8038
8.31106, 2373.76, 124.517, -13.4629, 55.7982
8.41119, 2386.16, 123.173, -13.3774, 55.7982
8.5116, 2398.46, 121.834, -13.2934, 55.7981
8.61187, 2410.61, 120.505, -13.2114, 55.8039
8.712, 2422.61, 119.186, -13.1309, 55.8039
8.81241, 2434.51, 117.872, -13.0519, 55.804
8.91265, 2446.26, 116.567, -12.9742, 55.798
9.01272, 2457.86, 115.273, -12.8985, 55.798
9.11305, 2469.36, 113.983, -12.8241, 55.7979
9.21319, 2480.71, 112.702, -12.7516, 55.8041
9.31358, 2491.96, 111.426, -12.6798, 55.7979
9.41377, 2503.06, 110.159, -12.6098, 55.7978
9.51421, 2514.06, 108.896, -12.541, 55.7978
9.61442, 2524.91, 107.642, -12.474, 55.8043
9.71488, 2535.66, 106.392, -12.4076, 55.7977
9.8151, 2546.26, 105.152, -12.343, 55.7977
9.91555, 2556.76, 103.916, -12.2794, 55.7976
10.0157, 2567.11, 102.688, -12.2175, 55.8044
10.1162, 2577.36, 101.465, -12.1563, 55.7976
10.2163, 2587.46, 100.25, -12.0966, 55.7975
10.3167, 2597.46, 99.0392, -12.0379, 55.7975
10.4167, 2607.31, 97.8375, -11.9808, 55.8046
10.517, 2617.06, 96.639, -11.9242, 55.7974
10.6175, 2626.71, 95.4437, -11.8691, 55.8047
10.7176, 2636.21, 94.2576, -11.815, 55.8047
10.818, 2645.61, 93.0745, -11.7619, 55.8048
10.918, 2654.86, 91.9008, -11.7097, 55.7972
11.0182, 2664.01, 90.7299, -11.6589, 55.8049
11.1186, 2673.06, 89.562, -11.6086, 55.7971
11.2186, 2681.96, 88.4033, -11.5597, 55.7971
11.3189, 2690.76, 87.2474, -11.5117, 55.797
11.4192, 2699.46, 86.0942, -11.4645, 55.7969
11.5198, 2708.06, 84.9436, -11.4181, 55.7969
11.62, 2716.51, 83.8023, -11.3731, 55.8052
11.7203, 2724.86, 82.6635, -11.3285, 55.7968
11.8208, 2733.11, 81.5272, -11.285, 55.8053
11.9208, 2741.21, 80.4003, -11.2425, 55.8054
12.021, 2749.21, 79.2759, -11.2007, 55.8054
12.1214, 2757.11, 78.1538, -11.1597, 55.8055
12.2219, 2764.91, 77.034, -11.1195, 55.8056
12.322, 2772.56, 75.9236, -11.0801, 55.7964
12.4221, 2780.11, 74.8156, -11.0417, 55.8057
12.5225, 2787.56, 73.7097, -11.0038, 55.7963
12.6229, 2794.91, 72.606, -10.9669, 55.8058
12.7236, 2802.16, 71.5044, -10.9304, 55.7961
12.8236, 2809.26, 70.4124, -10.895, 55.796
12.9238, 2816.26, 69.3225, -10.8603, 55.796
13.0242, 2823.16, 68.2346, -10.8263, 55.7959
13.1246, 2829.96, 67.1487, -10.7929, 55.7958
13.2252, 2836.66, 66.0646, -10.7602, 55.7957
13.3259, 2843.26, 64.9823, -10.7281, 55.7956
13.426, 2849.71, 63.9101, -10.6971, 55.8065
13.5262, 2856.06, 62.8398, -10.6664, 55.7954
13.6266, 2862.31, 61.7712, -10.6366, 55.8067
13.727, 2868.46, 60.7044, -10.6072, 55.7952
13.8276, 2874.51, 59.6393, -10.5786, 55.8069
13.9282, 2880.46, 58.5758, -10.5504, 55.795
14.029, 2886.31, 57.5138, -10.523, 55.8071
14.129, 2892.01, 56.4625, -10.4964, 55.8072
14.2292, 2897.61, 55.4129, -10.4703, 55.8073
14.3294, 2903.11, 54.365, -10.4447, 55.8074
14.4297, 2908.51, 53.3186, -10.4198, 55.8076
14.5301, 2913.81, 52.2738, -10.3954, 55.8077
14.6306, 2919.01, 51.2304, -10.3716, 55.8078
14.7311, 2924.11, 50.1884, -10.3483, 55.808
14.8318, 2929.11, 49.1477, -10.3255, 55.8081
14.9326, 2934.01, 48.1082, -10.3033, 55.8083
15.0335, 2938.81, 47.07, -10.2816, 55.8084
15.1345, 2943.51, 46.0329, -10.2604, 55.8086
15.2355, 2948.11, 44.9968, -10.2398, 55.8088
15.3356, 2952.56, 43.9734, -10.2198, 55.7931
15.4357, 2956.91, 42.9514, -10.2005, 55.8092
15.5358, 2961.16, 41.9307, -10.1815, 55.7927
15.636, 2965.31, 40.9114, -10.1632, 55.8096
15.7363, 2969.36, 39.8934, -10.1452, 55.7922
15.8366, 2973.31, 38.8766, -10.1279, 55.81
15.937, 2977.16, 37.8611, -10.1109, 55.7918
16.0374, 2980.91, 36.8467, -10.0945, 55.8105
16.1378, 2984.56, 35.8334, -10.0785, 55.7912
16.2383, 2988.11, 34.8212, -10.063, 55.8111
16.3389, 2991.56, 33.8101, -10.0479, 55.7907
16.4395, 2994.91, 32.7999, -10.0334, 55.8117
16.5402, 2998.16, 31.7907, -10.0192, 55.79
16.6409, 3001.31, 30.7824, -10.0056, 55.8124
16.7416, 3004.36, 29.7749, -9.99227, 55.7893
16.8424, 3007.31, 28.7682, -9.97953, 55.8132
16.9433, 3010.16, 27.7623, -9.96711, 55.7884
17.0442, 3012.91, 26.7571, -9.95523, 55.8141
17.1452, 3015.56, 25.7525, -9.94366, 55.7874
17.2462, 3018.11, 24.7485, -9.9326, 55.8151
17.3473, 3020.56, 23.745, -9.92186, 55.7863
17.4485, 3022.91, 22.7419, -9.9116, 55.8164
17.5497, 3025.16, 21.7392, -9.90164, 55.7849
17.651, 3027.31, 20.7368, -9.89214, 55.8179
17.7523, 3029.36, 19.7345, -9.8829, 55.7833
17.8538, 3031.31, 18.7323, -9.87409, 55.8197
17.9553, 3033.16, 17.73, -9.86551, 55.7813
18.057, 3034.91, 16.7275, -9.85729, 55.8219
18.1588, 3036.56, 15.7246, -9.84924, 55.7788
18.2607, 3038.11, 14.7211, -9.84145, 55.8248
18.3628, 3039.56, 13.7167, -9.8337, 55.7755
18.4651, 3040.91, 12.711, -9.82602, 55.8285
18.5677, 3042.16, 11.7036, -9.81815, 55.7712
18.6706, 3043.31, 10.6938, -9.80995, 55.8337
18.7739, 3044.36, 9.68081, -9.80098, 55.765
18.8778, 3045.31, 8.66323, -9.79076, 55.8413
18.9825, 3046.16, 7.63912, -9.77819, 55.7554
19.0883, 3046.91, 6.60529, -9.76146, 55.8537
19.1959, 3047.56, 5.55616, -9.73658, 55.7385
19.3066, 3048.11, 4.4808, -9.69408, 55.8782
19.4084, 3048.51, 3.49706, -9.62024, 55.8991
19.511, 3048.81, 2.51876, -9.45585, 55.9346
19.6158, 3049.01, 1.55599, -8.97552, 56.0041
19.7312, 3049.11, 0.678005, -7.08049, 56.1375
