Simulation created and run on: 
Mon Feb 27 13:59:02 2023


Time (s), Height (m), Velocity (m/s), Acceleration (m/s^2), Deployment Angle (degrees)
13.0248, 2807.01, 70.3338, -10.6687, 39.6056
13.1251, 2814.01, 69.2652, -10.6416, 39.6057
13.2255, 2820.91, 68.1981, -10.6151, 39.6058
13.326, 2827.71, 67.1326, -10.5891, 39.6059
13.4266, 2834.41, 66.0686, -10.5636, 39.6059
13.5273, 2841.01, 65.006, -10.5386, 39.606
13.6274, 2847.46, 63.953, -10.5142, 39.5952
13.7275, 2853.81, 62.9015, -10.4904, 39.6062
13.8277, 2860.06, 61.8515, -10.4669, 39.595
13.928, 2866.21, 60.8029, -10.4441, 39.6064
14.0283, 2872.26, 59.7557, -10.4216, 39.5948
14.1288, 2878.21, 58.7099, -10.3997, 39.6066
14.2293, 2884.06, 57.6654, -10.3781, 39.5946
14.33, 2889.81, 56.6221, -10.3571, 39.6068
14.4307, 2895.46, 55.58, -10.3363, 39.5943
14.5315, 2901.01, 54.539, -10.3162, 39.6071
14.6324, 2906.46, 53.4991, -10.2964, 39.5941
14.7324, 2911.76, 52.4701, -10.2772, 39.594
14.8325, 2916.96, 51.4423, -10.2585, 39.5938
14.9327, 2922.06, 50.4159, -10.2402, 39.5937
15.0329, 2927.06, 49.3906, -10.2223, 39.5936
15.1332, 2931.96, 48.3667, -10.2048, 39.5934
15.2335, 2936.76, 47.3438, -10.1878, 39.5932
15.3338, 2941.46, 46.3221, -10.1711, 39.5931
15.4343, 2946.06, 45.3016, -10.1548, 39.5929
15.5347, 2950.56, 44.282, -10.139, 39.5927
15.6353, 2954.96, 43.2635, -10.1235, 39.5925
15.7359, 2959.26, 42.246, -10.1084, 39.5924
15.8365, 2963.46, 41.2294, -10.0937, 39.5921
15.9372, 2967.56, 40.2137, -10.0794, 39.5919
16.038, 2971.56, 39.1988, -10.0655, 39.5917
16.1388, 2975.46, 38.1848, -10.052, 39.5915
16.2396, 2979.26, 37.1715, -10.0388, 39.5912
16.3406, 2982.96, 36.1589, -10.026, 39.591
16.4416, 2986.56, 35.147, -10.0135, 39.5907
16.5426, 2990.06, 34.1356, -10.0015, 39.5904
16.6438, 2993.46, 33.1249, -9.98974, 39.5901
16.7449, 2996.76, 32.1146, -9.97838, 39.5897
16.8462, 2999.96, 31.1047, -9.96736, 39.5894
16.9475, 3003.06, 30.0953, -9.95669, 39.589
17.0489, 3006.06, 29.0861, -9.94637, 39.5886
17.1504, 3008.96, 28.0771, -9.93638, 39.5882
17.252, 3011.76, 27.0682, -9.92672, 39.5877
17.3537, 3014.46, 26.0593, -9.91739, 39.5872
17.4555, 3017.06, 25.0504, -9.90838, 39.5867
17.5574, 3019.56, 24.0413, -9.89968, 39.5861
17.6594, 3021.96, 23.0318, -9.89129, 39.5854
17.7615, 3024.26, 22.0218, -9.88319, 39.5848
17.8638, 3026.46, 21.0112, -9.87537, 39.584
17.9663, 3028.56, 19.9996, -9.86782, 39.5831
18.0664, 3030.51, 19.0129, -9.86073, 39.619
18.1691, 3032.41, 18.0001, -9.85366, 39.6201
18.2691, 3034.16, 17.0147, -9.84695, 39.5801
18.3722, 3035.86, 16.0001, -9.84024, 39.5788
18.4723, 3037.41, 15.0159, -9.83388, 39.6239
18.5758, 3038.91, 13.9983, -9.82732, 39.6256
18.6759, 3040.26, 13.015, -9.82093, 39.5738
18.78, 3041.56, 11.9927, -9.81414, 39.5715
18.8802, 3042.71, 11.0099, -9.80727, 39.6324
18.9802, 3043.76, 10.0292, -9.79977, 39.5658
19.0856, 3044.76, 8.99673, -9.79074, 39.5619
19.1859, 3045.61, 8.01555, -9.78035, 39.6441
19.286, 3046.36, 7.03738, -9.76694, 39.5511
19.3941, 3047.06, 5.98208, -9.74643, 39.5425
19.4951, 3047.61, 4.99923, -9.71656, 39.67
19.5961, 3048.06, 4.02034, -9.66503, 39.5149
19.6972, 3048.41, 3.04909, -9.56248, 39.7124
19.7982, 3048.66, 2.09595, -9.31388, 39.4428
19.8989, 3048.81, 1.20452, -8.54801, 39.8468
20.0447, 3048.94, 0, -0, 40.2865
