Simulation created and run on: 
Mon Feb 27 13:58:46 2023


Time (s), Height (m), Velocity (m/s), Acceleration (m/s^2), Deployment Angle (degrees)
3.60369, 1588.06, 195.035, -17.4014, 36.0033
3.70386, 1607.51, 193.3, -17.246, 35.9997
3.80389, 1626.76, 191.582, -17.095, 36.0033
3.90403, 1645.86, 189.878, -16.9466, 36.0034
4.00428, 1664.81, 188.186, -16.8007, 35.9997
4.10437, 1683.56, 186.512, -16.6589, 36.0034
4.20454, 1702.16, 184.85, -16.5195, 36.0034
4.3048, 1720.61, 183.201, -16.3825, 35.9996
4.40486, 1738.86, 181.568, -16.2493, 36.0034
4.505, 1756.96, 179.948, -16.1184, 36.0035
4.6052, 1774.91, 178.339, -15.9897, 35.9996
4.70546, 1792.71, 176.742, -15.8639, 35.9995
4.80549, 1810.31, 175.162, -15.7409, 35.9995
4.90556, 1827.76, 173.593, -15.6206, 36.0035
5.00567, 1845.06, 172.035, -15.5024, 36.0036
5.10581, 1862.21, 170.488, -15.3861, 35.9995
5.20598, 1879.21, 168.953, -15.2725, 35.9994
5.30617, 1896.06, 167.428, -15.1613, 36.0036
5.40637, 1912.76, 165.915, -15.0521, 36.0036
5.50657, 1929.31, 164.412, -14.9446, 35.9994
5.60678, 1945.71, 162.919, -14.8395, 35.9994
5.70698, 1961.96, 161.438, -14.7368, 36.0037
5.80716, 1978.06, 159.966, -14.6358, 36.0037
5.90733, 1994.01, 158.505, -14.5365, 35.9993
6.00747, 2009.81, 157.054, -14.4394, 35.9993
6.10758, 2025.46, 155.614, -14.3444, 36.0038
6.20765, 2040.96, 154.183, -14.251, 36.0038
6.30767, 2056.31, 152.762, -14.1592, 35.9992
6.40796, 2071.56, 151.347, -14.0694, 36.0038
6.5082, 2086.66, 149.941, -13.981, 36.0039
6.60838, 2101.61, 148.545, -13.8941, 35.9992
6.70848, 2116.41, 147.158, -13.8092, 35.9991
6.8085, 2131.06, 145.781, -13.7261, 36.0039
6.90878, 2145.61, 144.409, -13.6439, 35.9991
7.00898, 2160.01, 143.046, -13.5636, 35.9991
7.10907, 2174.26, 141.692, -13.485, 36.004
7.20941, 2188.41, 140.343, -13.4072, 35.999
7.30965, 2202.41, 139.003, -13.3312, 35.999
7.40977, 2216.26, 137.672, -13.2569, 36.0041
7.51013, 2230.01, 136.345, -13.1833, 35.999
7.61036, 2243.61, 135.027, -13.1114, 35.9989
7.71046, 2257.06, 133.719, -13.0411, 36.0041
7.81079, 2270.41, 132.414, -12.9715, 35.9989
7.91097, 2283.61, 131.118, -12.9035, 35.9989
8.01099, 2296.66, 129.83, -12.837, 36.0042
8.11124, 2309.61, 128.547, -12.7712, 35.9988
8.21131, 2322.41, 127.272, -12.7069, 35.9988
8.3116, 2335.11, 126.001, -12.6435, 35.9987
8.4117, 2347.66, 124.738, -12.5817, 36.0043
8.51202, 2360.11, 123.479, -12.5204, 35.9987
8.61214, 2372.41, 122.229, -12.4606, 35.9987
8.71247, 2384.61, 120.981, -12.4017, 35.9986
8.81259, 2396.66, 119.743, -12.3442, 36.0044
8.91291, 2408.61, 118.507, -12.2872, 35.9986
9.013, 2420.41, 117.28, -12.2315, 35.9985
9.11329, 2432.11, 116.056, -12.1767, 35.9985
9.21333, 2443.66, 114.841, -12.1233, 36.0046
9.31357, 2455.11, 113.628, -12.0703, 35.9984
9.41399, 2466.46, 112.419, -12.0185, 36.0046
9.51416, 2477.66, 111.217, -11.9676, 36.0047
9.61451, 2488.76, 110.019, -11.9175, 36.0047
9.71458, 2499.71, 108.829, -11.8682, 35.9983
9.81483, 2510.56, 107.642, -11.8202, 36.0048
9.91525, 2521.31, 106.457, -11.7725, 35.9982
10.0154, 2531.91, 105.281, -11.726, 35.9982
10.1157, 2542.41, 104.107, -11.6802, 35.9982
10.2161, 2552.81, 102.936, -11.6352, 35.9981
10.3163, 2563.06, 101.773, -11.5913, 36.005
10.4166, 2573.21, 100.612, -11.5478, 35.998
10.5171, 2583.26, 99.4541, -11.5053, 36.005
10.6172, 2593.16, 98.3042, -11.4635, 36.0051
10.7175, 2602.96, 97.1567, -11.4225, 36.0051
10.8179, 2612.66, 96.0116, -11.3821, 36.0052
10.918, 2622.21, 94.8747, -11.3424, 35.9978
11.0182, 2631.66, 93.74, -11.3037, 36.0053
11.1185, 2641.01, 92.6076, -11.2654, 35.9977
11.219, 2650.26, 91.4773, -11.2279, 36.0053
11.3191, 2659.36, 90.3553, -11.1912, 36.0054
11.4194, 2668.36, 89.2354, -11.1551, 36.0054
11.5197, 2677.26, 88.1176, -11.1195, 36.0055
11.6202, 2686.06, 87.0018, -11.0846, 36.0055
11.7203, 2694.71, 85.8943, -11.0503, 35.9974
11.8205, 2703.26, 84.7889, -11.0169, 36.0056
11.9208, 2711.71, 83.6854, -10.9838, 35.9973
12.0212, 2720.06, 82.5838, -10.9516, 36.0058
12.1218, 2728.31, 81.484, -10.9196, 35.9972
12.2219, 2736.41, 80.3927, -10.8885, 35.9972
12.3221, 2744.41, 79.3033, -10.8579, 35.9971
12.4224, 2752.31, 78.2156, -10.8279, 35.997
12.5228, 2760.11, 77.1297, -10.7984, 35.997
12.6234, 2767.81, 76.0454, -10.7695, 35.9969
12.724, 2775.41, 74.9628, -10.741, 35.9969
12.8241, 2782.86, 73.889, -10.7134, 36.0063
12.9243, 2790.21, 72.8168, -10.6861, 35.9967
13.0247, 2797.46, 71.7463, -10.6594, 36.0064
13.1251, 2804.61, 70.6773, -10.6331, 35.9966
13.2256, 2811.66, 69.6098, -10.6074, 36.0065
13.3262, 2818.61, 68.5438, -10.582, 35.9964
13.4269, 2825.46, 67.4792, -10.5573, 36.0067
13.527, 2832.16, 66.4239, -10.5332, 36.0068
13.6272, 2838.76, 65.37, -10.5095, 36.0069
13.7274, 2845.26, 64.3177, -10.4863, 36.007
13.8277, 2851.66, 63.2667, -10.4635, 36.0071
13.9282, 2857.96, 62.2171, -10.4411, 36.0071
14.0287, 2864.16, 61.1689, -10.4193, 36.0072
14.1293, 2870.26, 60.1219, -10.3978, 36.0073
14.2299, 2876.26, 59.0761, -10.3768, 36.0074
14.3307, 2882.16, 58.0315, -10.3562, 36.0076
14.4316, 2887.96, 56.988, -10.336, 36.0077
14.5316, 2893.61, 55.9547, -10.3164, 35.9953
14.6317, 2899.16, 54.9228, -10.2973, 36.0079
14.7319, 2904.61, 53.8922, -10.2785, 35.995
14.8322, 2909.96, 52.8628, -10.2602, 36.0081
14.9325, 2915.21, 51.8347, -10.2422, 35.9948
15.0328, 2920.36, 50.8077, -10.2248, 36.0084
15.1332, 2925.41, 49.7818, -10.2076, 35.9945
15.2337, 2930.36, 48.757, -10.1909, 36.0087
15.3343, 2935.21, 47.7332, -10.1745, 35.9942
15.4349, 2939.96, 46.7105, -10.1586, 36.009
15.5355, 2944.61, 45.6887, -10.1429, 35.9939
15.6362, 2949.16, 44.6679, -10.1277, 36.0094
15.737, 2953.61, 43.6479, -10.1128, 35.9935
15.8379, 2957.96, 42.6287, -10.0984, 36.0097
15.9388, 2962.21, 41.6103, -10.0843, 35.9931
16.0398, 2966.36, 40.5926, -10.0706, 36.0101
16.1408, 2970.41, 39.5757, -10.0571, 35.9927
16.242, 2974.36, 38.5593, -10.0442, 36.0106
16.3432, 2978.21, 37.5435, -10.0315, 35.9922
16.4444, 2981.96, 36.5283, -10.0192, 36.0111
16.5458, 2985.61, 35.5134, -10.0072, 35.9917
16.6472, 2989.16, 34.499, -9.99559, 36.0117
16.7472, 2992.56, 33.4998, -9.98447, 36.012
16.8473, 2995.86, 32.5017, -9.97368, 36.0123
16.9473, 2999.06, 31.5047, -9.96322, 36.0126
17.0473, 3002.16, 30.5088, -9.95309, 36.013
17.149, 3005.21, 29.4973, -9.94308, 35.9897
17.249, 3008.11, 28.5032, -9.93359, 35.9892
17.349, 3010.91, 27.5102, -9.92443, 35.9888
17.4509, 3013.66, 26.4997, -9.91545, 36.0147
17.5509, 3016.26, 25.5084, -9.9069, 36.0152
17.6529, 3018.81, 24.498, -9.89845, 35.9872
17.7529, 3021.21, 23.5083, -9.89049, 35.9866
17.8552, 3023.56, 22.4978, -9.88268, 36.0171
17.9552, 3025.76, 21.5096, -9.87527, 36.0178
18.0576, 3027.91, 20.4986, -9.86792, 35.9845
18.1576, 3029.91, 19.5118, -9.86102, 35.9836
18.2603, 3031.86, 18.4997, -9.8542, 36.0204
18.3604, 3033.66, 17.5142, -9.84772, 36.0215
18.4633, 3035.41, 16.5004, -9.84121, 35.9803
18.5634, 3037.01, 15.5162, -9.83503, 35.979
18.6668, 3038.56, 14.4996, -9.82875, 36.0256
18.7668, 3039.96, 13.5164, -9.82265, 36.0274
18.8708, 3041.31, 12.4957, -9.81618, 35.9736
18.9709, 3042.51, 11.5131, -9.8097, 35.9712
19.0757, 3043.66, 10.4858, -9.80243, 36.0348
19.176, 3044.66, 9.50295, -9.7946, 36.0383
19.2762, 3045.56, 8.52236, -9.78539, 36.0425
19.3828, 3046.41, 7.47943, -9.773, 35.9549
19.4835, 3047.11, 6.49627, -9.7571, 35.948
19.5841, 3047.71, 5.51603, -9.73378, 35.9386
19.6845, 3048.21, 4.54046, -9.69607, 35.9254
19.7846, 3048.61, 3.57327, -9.62735, 35.9054
19.9046, 3048.96, 2.42951, -9.43102, 36.1396
20.0169, 3049.16, 1.40698, -8.82384, 36.2213
20.4374, 3049.26, 0.134978, -2.33369, 36.4242
20.8078, 3049.32, 0, -0, 31.2381
