Simulation created and run on: 
Mon Feb 27 13:58:57 2023


Time (s), Height (m), Velocity (m/s), Acceleration (m/s^2), Deployment Angle (degrees)
5.2054, 1937.06, 171.127, -17.6637, 60.5033
5.30555, 1954.11, 169.367, -17.4832, 60.4992
5.40556, 1970.96, 167.628, -17.3079, 60.5034
5.5057, 1987.66, 165.903, -17.1361, 60.5034
5.60598, 2004.21, 164.193, -16.9678, 60.4992
5.70607, 2020.56, 162.503, -16.8044, 60.5034
5.80628, 2036.76, 160.827, -16.6442, 60.5035
5.90628, 2052.76, 159.171, -16.488, 60.5035
6.00638, 2068.61, 157.528, -16.3348, 60.4991
6.10657, 2084.31, 155.899, -16.1854, 60.499
6.20683, 2099.86, 154.284, -16.0396, 60.5036
6.30685, 2115.21, 152.687, -15.8967, 60.499
6.40692, 2130.41, 151.103, -15.7572, 60.499
6.50704, 2145.46, 149.532, -15.6211, 60.5036
6.60721, 2160.36, 147.974, -15.4877, 60.5037
6.70741, 2175.11, 146.429, -15.3568, 60.4989
6.80765, 2189.71, 144.896, -15.229, 60.4989
6.9079, 2204.16, 143.375, -15.1044, 60.5037
7.00817, 2218.46, 141.867, -14.9821, 60.5038
7.10845, 2232.61, 140.371, -14.8621, 60.4988
7.20871, 2246.61, 138.886, -14.7451, 60.4988
7.30897, 2260.46, 137.414, -14.6309, 60.5038
7.4092, 2274.16, 135.953, -14.5188, 60.5039
7.50941, 2287.71, 134.504, -14.4088, 60.4987
7.60957, 2301.11, 133.066, -14.3016, 60.4987
7.70968, 2314.36, 131.64, -14.1969, 60.5039
7.80974, 2327.46, 130.224, -14.0942, 60.504
7.91011, 2340.46, 128.815, -13.9933, 60.504
8.01042, 2353.31, 127.416, -13.8944, 60.4985
8.11064, 2366.01, 126.028, -13.7978, 60.4985
8.21077, 2378.56, 124.652, -13.7036, 60.5041
8.3108, 2390.96, 123.286, -13.6112, 60.5041
8.41112, 2403.26, 121.925, -13.5204, 60.5042
8.51133, 2415.41, 120.574, -13.4313, 60.4984
8.61141, 2427.41, 119.234, -13.3445, 60.4984
8.71178, 2439.31, 117.899, -13.2591, 60.4983
8.81201, 2451.06, 116.575, -13.1759, 60.5043
8.91208, 2462.66, 115.26, -13.0942, 60.5043
9.01243, 2474.16, 113.95, -13.014, 60.5044
9.11261, 2485.51, 112.65, -12.9353, 60.4982
9.21306, 2496.76, 111.355, -12.8585, 60.5044
9.31332, 2507.86, 110.07, -12.7831, 60.5045
9.41339, 2518.81, 108.794, -12.7091, 60.4981
9.51371, 2529.66, 107.523, -12.6369, 60.5045
9.61381, 2540.36, 106.261, -12.5661, 60.5046
9.71416, 2550.96, 105.004, -12.4966, 60.5046
9.81428, 2561.41, 103.756, -12.4283, 60.4979
9.91464, 2571.76, 102.512, -12.3617, 60.5047
10.0147, 2581.96, 101.278, -12.2964, 60.5047
10.1151, 2592.06, 100.048, -12.2323, 60.5048
10.2151, 2602.01, 98.8267, -12.1694, 60.4977
10.3154, 2611.86, 97.6094, -12.108, 60.5049
10.416, 2621.61, 96.3954, -12.0473, 60.4977
10.5162, 2631.21, 95.191, -11.9882, 60.4976
10.6166, 2640.71, 93.9899, -11.9302, 60.4976
10.7167, 2650.06, 92.7983, -11.8737, 60.5051
10.8171, 2659.31, 91.6099, -11.8178, 60.4975
10.9176, 2668.46, 90.4246, -11.7633, 60.5052
11.0178, 2677.46, 89.2488, -11.7099, 60.5052
11.1182, 2686.36, 88.0759, -11.6574, 60.5053
11.2182, 2695.11, 86.9126, -11.6061, 60.4973
11.3184, 2703.76, 85.7523, -11.556, 60.5054
11.4188, 2712.31, 84.5947, -11.5064, 60.4972
11.5193, 2720.76, 83.4398, -11.4582, 60.5055
11.6195, 2729.06, 82.2945, -11.4109, 60.5055
11.7198, 2737.26, 81.1519, -11.3645, 60.5056
11.8204, 2745.36, 80.0118, -11.319, 60.5057
11.9204, 2753.31, 78.8813, -11.2744, 60.4969
12.0207, 2761.16, 77.7534, -11.231, 60.5058
12.1211, 2768.91, 76.6279, -11.1881, 60.4967
12.2217, 2776.56, 75.5048, -11.1463, 60.5059
12.3217, 2784.06, 74.3914, -11.1054, 60.506
12.422, 2791.46, 73.2804, -11.0653, 60.5061
12.5223, 2798.76, 72.1716, -11.026, 60.5061
12.6229, 2805.96, 71.0651, -10.9874, 60.5062
12.7236, 2813.06, 69.9606, -10.9496, 60.5063
12.8237, 2820.01, 68.8661, -10.9126, 60.4962
12.924, 2826.86, 67.7737, -10.8767, 60.5065
13.0244, 2833.61, 66.6833, -10.8412, 60.496
13.1249, 2840.26, 65.595, -10.8066, 60.5066
13.2256, 2846.81, 64.5086, -10.7725, 60.4959
13.3257, 2853.21, 63.4324, -10.7395, 60.4958
13.4259, 2859.51, 62.3582, -10.7072, 60.4957
13.5262, 2865.71, 61.2859, -10.6755, 60.4956
13.6266, 2871.81, 60.2155, -10.6445, 60.4955
13.7271, 2877.81, 59.1468, -10.6142, 60.4954
13.8278, 2883.71, 58.0798, -10.5845, 60.4953
13.9286, 2889.51, 57.0144, -10.5554, 60.4952
14.0286, 2895.16, 55.96, -10.5273, 60.5075
14.1287, 2900.71, 54.9073, -10.4996, 60.4949
14.229, 2906.16, 53.8563, -10.4728, 60.5078
14.3293, 2911.51, 52.807, -10.4463, 60.4947
14.4297, 2916.76, 51.7592, -10.4207, 60.5081
14.5302, 2921.91, 50.7129, -10.3954, 60.4944
14.6309, 2926.96, 49.6681, -10.3709, 60.5083
14.7316, 2931.91, 48.6247, -10.3468, 60.4941
14.8324, 2936.76, 47.5825, -10.3235, 60.5086
14.9334, 2941.51, 46.5416, -10.3005, 60.4938
15.0344, 2946.16, 45.5019, -10.2783, 60.509
15.1345, 2950.66, 44.4748, -10.2568, 60.5092
15.2346, 2955.06, 43.4491, -10.2359, 60.5093
15.3347, 2959.36, 42.4249, -10.2154, 60.5095
15.435, 2963.56, 41.4021, -10.1956, 60.5097
15.5352, 2967.66, 40.3807, -10.1762, 60.51
15.6356, 2971.66, 39.3606, -10.1574, 60.5102
15.736, 2975.56, 38.3417, -10.1391, 60.5104
15.8364, 2979.36, 37.3241, -10.1213, 60.5107
15.937, 2983.06, 36.3076, -10.104, 60.5109
16.0375, 2986.66, 35.2922, -10.0872, 60.5112
16.1382, 2990.16, 34.2778, -10.0709, 60.5115
16.2389, 2993.56, 33.2645, -10.0552, 60.5118
16.3396, 2996.86, 32.2521, -10.0399, 60.5121
16.4405, 3000.06, 31.2406, -10.0251, 60.5125
16.5414, 3003.16, 30.2299, -10.0107, 60.5129
16.6423, 3006.16, 29.22, -9.99687, 60.5133
16.7433, 3009.06, 28.2108, -9.98348, 60.5137
16.8444, 3011.86, 27.2023, -9.97055, 60.5142
16.9456, 3014.56, 26.1942, -9.95807, 60.5146
17.0468, 3017.16, 25.1867, -9.94604, 60.5152
17.1482, 3019.66, 24.1795, -9.93445, 60.5158
17.2496, 3022.06, 23.1726, -9.92329, 60.5164
17.3511, 3024.36, 22.1658, -9.91254, 60.5171
17.4527, 3026.56, 21.1591, -9.9022, 60.5178
17.5544, 3028.66, 20.1523, -9.89226, 60.5186
17.6563, 3030.66, 19.1453, -9.88268, 60.5196
17.7583, 3032.56, 18.1378, -9.87346, 60.5206
17.8604, 3034.36, 17.1296, -9.86456, 60.5217
17.9628, 3036.06, 16.1204, -9.85594, 60.523
18.0653, 3037.66, 15.11, -9.84756, 60.5244
18.1682, 3039.16, 14.0978, -9.83935, 60.5261
18.2713, 3040.56, 13.0833, -9.83121, 60.528
18.3749, 3041.86, 12.0657, -9.823, 60.5302
18.4789, 3043.06, 11.0442, -9.81452, 60.5329
18.5836, 3044.16, 10.0172, -9.80545, 60.5361
18.6892, 3045.16, 8.98277, -9.79526, 60.5401
18.7896, 3046.01, 7.99944, -9.78382, 60.4577
18.8899, 3046.76, 7.01868, -9.76949, 60.5509
18.99, 3047.41, 6.04157, -9.74994, 60.4437
19.0999, 3048.01, 4.97234, -9.71694, 60.4316
19.2016, 3048.46, 3.98673, -9.66355, 60.5877
19.3038, 3048.81, 3.00455, -9.556, 60.388
19.4073, 3049.06, 2.03056, -9.28507, 60.6636
19.5155, 3049.21, 1.08673, -8.3361, 60.2376
19.6272, 3049.26, 0.447544, -5.7213, 60.8818
19.739, 3049.32, 0, -0, 59.3177
